Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Parent in Telemark,Employees,Org. nr._str
Brightlab AS,918957952,918895965,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.5,Engroshandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Skien,False,0.0,918957952
A-k maskiner as avd Skien,873793732,946468037,,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,46.61,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,,,,,BEDR,Skien,False,0.0,873793732
Vestfold maskin as avd eiksenteret Skien,925290351,984736878,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.61,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,,,,,BEDR,Skien,False,0.0,925290351
Eiva-safex as avd Telemark,973119982,951081817,,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,46.62,Engroshandel med maskinverktøy,,,,,BEDR,Porsgrunn,False,0.0,973119982
Tess sør as avd Notodden,991647376,916940157,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.63,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet",,,,,BEDR,Notodden,False,0.0,991647376
Onninen as avd proffmarked Skien,873108282,979692900,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,0.0,873108282
Solenergi Norge as ad Siljan,932854422,920631894,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Siljan,False,0.0,932854422
Yara Norge as avd Skien,973516264,984015666,,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,False,0.0,973516264
Fuglesangs as avd Skien,973620967,911872218,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,0.0,973620967
Culina Norge as avd Skien,987731990,986330615,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,0.0,987731990
Hydroscand as avd Skien,989386190,915322506,,Underenhet,,,,,Lillestrøm,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,0.0,989386190
Drager Norge as avd Skien,993292311,936079679,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,False,0.0,993292311
Eie maskin as avd Seljord,999665454,959207925,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Seljord,False,0.0,999665454
Tjønnås bil AS,912372057,912344452,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.71,Engroshandel med motorvogner,,,,,BEDR,Midt-Telemark,False,0.0,912372057
Norsk scania as avd salg Skien,973143484,879263662,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.71,Engroshandel med motorvogner,,,,,BEDR,Skien,False,0.0,973143484
Lvd lastvagnsdelar as avd Skien,936410634,947215272,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.72,Engroshandel med deler og utstyr for motorvogner,,,,,BEDR,Skien,False,0.0,936410634
Autoparts united Norway as avd Skien,972113972,931615106,,Underenhet,,,,,Nittedal,Underenhet til næringsdrivende og offentlig forvaltning,46.72,Engroshandel med deler og utstyr for motorvogner,,,,,BEDR,Skien,False,0.0,972113972
Con-form Norge as avd lunde,814490262,966417706,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.82,Engroshandel med metaller og metallholdig malm,,,,,BEDR,Nome,False,0.0,814490262
Astrup as avd Skien,992982454,947274139,,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,46.82,Engroshandel med metaller og metallholdig malm,,,,,BEDR,Skien,False,0.0,992982454
Franzefoss minerals as avd Skien,886252412,882153002,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,False,0.0,886252412
Nordrox AS,929688120,829364662,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,False,0.0,929688120
Viken at market as - Porsgrunn,934391934,916024983,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,False,0.0,934391934
Norfloor as avd Skien,975997340,914892821,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,False,0.0,975997340
Nortømmer as avd Skien,990010013,980018709,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Skien,False,0.0,990010013
Armaturjonsson as avd Porsgrunn,998583578,922742049,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,False,0.0,998583578
Würth Norge as avd 08 Skien,989501267,831018682,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,False,0.0,989501267
Bajas vista AS,925302732,924564164,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.9,Uspesifisert engroshandel,,,,,BEDR,Skien,False,0.0,925302732
Eko market as avd Skien,936407528,827102822,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,0.0,936407528
Skobi gjemsø AS,971768088,960896610,,Underenhet,,,,,Larvik,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,False,0.0,971768088
Narvesen butikken 482,986007261,916210981,,Underenhet,,,,,Seljord,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,False,0.0,986007261
Nille ulefoss,893287922,918468919,,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Nome,False,0.0,893287922
Skien handelspark AS,914787734,914765978,,Underenhet,,,,,Bergen,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,False,0.0,914787734
Enklere liv avd Porsgrunn,927797593,923683909,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,False,0.0,927797593
Frost,924571004,924453532,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.24,"Detaljhandel med bakervarer, konditorvarer og sukkervarer",,,,,BEDR,Kragerø,False,0.0,924571004
Skien ølutsalg as avd Skien,922734488,922689903,,Underenhet,,,,,Eigersund,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Skien,False,0.0,922734488
Skien ølutsalg as avd stathelle,925950106,922689903,,Underenhet,,,,,Eigersund,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Bamble,False,0.0,925950106
Skien ølutsalg as avd Porsgrunn,928034836,922689903,,Underenhet,,,,,Eigersund,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Porsgrunn,False,0.0,928034836
Vinmonopolet as butikk rjukan,973106406,817209882,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Tinn,False,0.0,973106406
Vinmonopolet as butikk ulefoss,991480315,817209882,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Nome,False,0.0,991480315
Blue energy as avd vallermyrvegen Porsgrunn,812727672,962208878,,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,812727672
Uno-x heistad,830134832,921757131,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,830134832
Circle k Norge as avd 57032 - automat pors,912723836,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912723836
"Circle k Norge as avd 57054 - automat åmot, ytre vinj",912724328,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Tokke,False,0.0,912724328
Circle k Norge as avd 57036 - automat Notodden,912724379,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Notodden,False,0.0,912724379
Circle k Norge as avd 57033 - automat borgeåsen,912724484,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912724484
Circle k Norge as avd 57017 - automat stridsklev,912724611,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,912724611
Blue energy as avd fjordgata Porsgrunn,912727742,962208878,,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,912727742
Blue energy as avd Skien,912727785,962208878,,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912727785
Blue energy as avd Notodden,912728005,962208878,,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Notodden,False,0.0,912728005
Uno-x vestsiden,912734552,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,912734552
Uno-x Notodden,912734625,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Notodden,False,0.0,912734625
Uno-x rafnes,912734722,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Bamble,False,0.0,912734722
Uno-x herøya,912734862,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912734862
Uno-x kjørbekk,912734897,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912734897
Uno-x falkum,912735303,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912735303
Uno-x Kragerø,912735389,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kragerø,False,0.0,912735389
Uno-x vallermyrene,912735702,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,912735702
Uno-x bølevegen,912735788,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912735788
Shell express bølevegen,912736164,913285670,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,912736164
Uno-x tollnes,914474744,921757131,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,914474744
Circle k Norge as avd 51830 - automat austbygda,916753268,914766451,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Tinn,False,0.0,916753268
Best ekspress as best Kragerø,919499346,915752683,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kragerø,False,0.0,919499346
St1 truck eidanger,919864346,913285670,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,919864346
Best ekspress as avd Kragerø,922021260,915752683,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kragerø,False,0.0,922021260
Circle k Norge as avd 51773 - automat Kviteseid,923933328,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kviteseid,False,0.0,923933328
Circle k Norge as avd 51801 - automat akkerhaugen,923933654,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Midt-Telemark,False,0.0,923933654
Circle k Norge as avd 55450 - truck nenset,923933689,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,923933689
Circle k Norge as avd 56035 - automat oppbygda,923933816,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Tinn,False,0.0,923933816
Circle k Norge as avd 56207 - truck rjukan,923933824,914766451,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Tinn,False,0.0,923933824
Esso express rauland,924670223,918369651,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Vinje,False,0.0,924670223
Esso express Drangedal,924670878,918369651,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Drangedal,False,0.0,924670878
Uno-x menstad,930326348,921757131,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,930326348
Shell express jernbanegata,933981509,913285670,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Porsgrunn,False,0.0,933981509
Uno-x wattenberg,934321510,921757131,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,False,0.0,934321510
Uno-x vrådal,934321561,921757131,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kviteseid,False,0.0,934321561
St1 rjukan,971785020,913285670,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Tinn,False,0.0,971785020
Ttcom as avd Porsgrunn,824449422,997776844,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.4,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Porsgrunn,False,0.0,824449422
Teknikmagasinet Norway as avd Skien,921525362,988552119,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.4,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Skien,False,0.0,921525362
Teknikmagasinet Norway as avd down town,992338784,988552119,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.4,Detaljhandel med informasjons- og kommunikasjonsteknologiutstyr,,,,,BEDR,Porsgrunn,False,0.0,992338784
Julie josephine as Kragerø,931908928,915335853,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Kragerø,False,0.0,931908928
Princess avd 446 bø i Telemark,933392554,912567508,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Midt-Telemark,False,0.0,933392554
Vinjebue AS,971789980,817206212,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Vinje,False,0.0,971789980
Brand dialog AS,985451745,985419310,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Kragerø,False,0.0,985451745
Princess avd 210 Kragerø,995555263,912567508,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Kragerø,False,0.0,995555263
Right price tiles as avd Skien,896172212,988210641,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,False,0.0,896172212
Byggmax administrasjon,926723006,989986147,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Porsgrunn,False,0.0,926723006
Skousen Skien,933616274,915332811,,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Skien,False,0.0,933616274
Mmd sikkerhets groop AS,935733677,935465575,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Nome,False,0.0,935733677
Elkjøp kjørbekk,993822892,947054600,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Skien,False,0.0,993822892
Nordic furniture & decor as avd Skien,923342702,974442116,,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,BEDR,Skien,False,0.0,923342702
