Nivå,Geografisk enhet,Arbeidsmarkedsstatus,Kjønn,Antall personer,Andel av arbeidsstyrken,Dato
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,10,0.005,2019-05-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,6,0.007,2019-05-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,4,0.004,2019-05-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,18,0.009,2019-05-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,11,0.012,2019-05-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,7,0.007,2019-05-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,38,0.019,2019-05-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,18,0.02,2019-05-01
Telemark kommuner,Drangedal,Helt ledige,Menn,20,0.019,2019-05-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,5,0.008,2019-05-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.007,2019-05-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.009,2019-05-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,13,0.02,2019-05-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,6,0.02,2019-05-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,7,0.02,2019-05-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,4,0.006,2019-05-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.003,2019-05-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,0,0.009,2019-05-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.003,2019-05-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.005,2019-05-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,4,0.005,2019-05-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,0,0.009,2019-05-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,0,0.002,2019-05-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,8,0.01,2019-05-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,0,0.006,2019-05-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,6,0.014,2019-05-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,23,0.005,2019-05-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,10,0.004,2019-05-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,13,0.005,2019-05-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,69,0.014,2019-05-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,42,0.018,2019-05-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,27,0.011,2019-05-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,123,0.025,2019-05-01
Telemark kommuner,Kragerø,Helt ledige,Kvinner,55,0.024,2019-05-01
Telemark kommuner,Kragerø,Helt ledige,Menn,68,0.026,2019-05-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Begge kjønn,0,0.002,2019-05-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Kvinner,0,0.002,2019-05-01
Telemark kommuner,Kviteseid,Arbeidssøkere på tiltak,Menn,0,0.001,2019-05-01
Telemark kommuner,Kviteseid,Delvis ledige,Begge kjønn,5,0.004,2019-05-01
Telemark kommuner,Kviteseid,Delvis ledige,Kvinner,0,0.002,2019-05-01
Telemark kommuner,Kviteseid,Delvis ledige,Menn,4,0.006,2019-05-01
Telemark kommuner,Kviteseid,Helt ledige,Begge kjønn,17,0.014,2019-05-01
Telemark kommuner,Kviteseid,Helt ledige,Kvinner,5,0.009,2019-05-01
Telemark kommuner,Kviteseid,Helt ledige,Menn,12,0.017,2019-05-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Begge kjønn,27,0.005,2019-05-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Kvinner,8,0.003,2019-05-01
Telemark kommuner,Midt-Telemark,Arbeidssøkere på tiltak,Menn,19,0.007,2019-05-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Begge kjønn,48,0.009,2019-05-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Kvinner,35,0.014,2019-05-01
Telemark kommuner,Midt-Telemark,Delvis ledige,Menn,13,0.005,2019-05-01
Telemark kommuner,Midt-Telemark,Helt ledige,Begge kjønn,109,0.021,2019-05-01
Telemark kommuner,Midt-Telemark,Helt ledige,Kvinner,52,0.022,2019-05-01
Telemark kommuner,Midt-Telemark,Helt ledige,Menn,57,0.02,2019-05-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Begge kjønn,6,0.008,2019-05-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Kvinner,0,0.006,2019-05-01
Telemark kommuner,Nissedal,Arbeidssøkere på tiltak,Menn,4,0.009,2019-05-01
Telemark kommuner,Nissedal,Delvis ledige,Begge kjønn,6,0.008,2019-05-01
Telemark kommuner,Nissedal,Delvis ledige,Kvinner,5,0.014,2019-05-01
Telemark kommuner,Nissedal,Delvis ledige,Menn,0,0.002,2019-05-01
Telemark kommuner,Nissedal,Helt ledige,Begge kjønn,15,0.019,2019-05-01
Telemark kommuner,Nissedal,Helt ledige,Kvinner,8,0.023,2019-05-01
Telemark kommuner,Nissedal,Helt ledige,Menn,7,0.016,2019-05-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Begge kjønn,23,0.007,2019-05-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Kvinner,12,0.008,2019-05-01
Telemark kommuner,Nome,Arbeidssøkere på tiltak,Menn,11,0.006,2019-05-01
Telemark kommuner,Nome,Delvis ledige,Begge kjønn,29,0.009,2019-05-01
Telemark kommuner,Nome,Delvis ledige,Kvinner,15,0.01,2019-05-01
Telemark kommuner,Nome,Delvis ledige,Menn,14,0.008,2019-05-01
Telemark kommuner,Nome,Helt ledige,Begge kjønn,74,0.023,2019-05-01
Telemark kommuner,Nome,Helt ledige,Kvinner,34,0.023,2019-05-01
Telemark kommuner,Nome,Helt ledige,Menn,40,0.023,2019-05-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Begge kjønn,28,0.005,2019-05-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Kvinner,10,0.004,2019-05-01
Telemark kommuner,Notodden,Arbeidssøkere på tiltak,Menn,18,0.006,2019-05-01
Telemark kommuner,Notodden,Delvis ledige,Begge kjønn,100,0.017,2019-05-01
Telemark kommuner,Notodden,Delvis ledige,Kvinner,59,0.021,2019-05-01
Telemark kommuner,Notodden,Delvis ledige,Menn,41,0.013,2019-05-01
Telemark kommuner,Notodden,Helt ledige,Begge kjønn,162,0.027,2019-05-01
Telemark kommuner,Notodden,Helt ledige,Kvinner,78,0.028,2019-05-01
Telemark kommuner,Notodden,Helt ledige,Menn,84,0.026,2019-05-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Begge kjønn,103,0.006,2019-05-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Kvinner,47,0.006,2019-05-01
Telemark kommuner,Porsgrunn,Arbeidssøkere på tiltak,Menn,56,0.006,2019-05-01
Telemark kommuner,Porsgrunn,Delvis ledige,Begge kjønn,276,0.015,2019-05-01
Telemark kommuner,Porsgrunn,Delvis ledige,Kvinner,139,0.016,2019-05-01
Telemark kommuner,Porsgrunn,Delvis ledige,Menn,137,0.014,2019-05-01
Telemark kommuner,Porsgrunn,Helt ledige,Begge kjønn,487,0.027,2019-05-01
Telemark kommuner,Porsgrunn,Helt ledige,Kvinner,226,0.027,2019-05-01
Telemark kommuner,Porsgrunn,Helt ledige,Menn,261,0.027,2019-05-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Begge kjønn,6,0.004,2019-05-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Kvinner,4,0.006,2019-05-01
Telemark kommuner,Seljord,Arbeidssøkere på tiltak,Menn,0,0.003,2019-05-01
Telemark kommuner,Seljord,Delvis ledige,Begge kjønn,11,0.008,2019-05-01
Telemark kommuner,Seljord,Delvis ledige,Kvinner,8,0.012,2019-05-01
Telemark kommuner,Seljord,Delvis ledige,Menn,0,0.004,2019-05-01
Telemark kommuner,Seljord,Helt ledige,Begge kjønn,22,0.015,2019-05-01
Telemark kommuner,Seljord,Helt ledige,Kvinner,9,0.014,2019-05-01
Telemark kommuner,Seljord,Helt ledige,Menn,13,0.017,2019-05-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Begge kjønn,8,0.007,2019-05-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Kvinner,0,0.004,2019-05-01
Telemark kommuner,Siljan,Arbeidssøkere på tiltak,Menn,6,0.009,2019-05-01
Telemark kommuner,Siljan,Delvis ledige,Begge kjønn,18,0.015,2019-05-01
Telemark kommuner,Siljan,Delvis ledige,Kvinner,10,0.018,2019-05-01
Telemark kommuner,Siljan,Delvis ledige,Menn,8,0.012,2019-05-01
Telemark kommuner,Siljan,Helt ledige,Begge kjønn,9,0.008,2019-05-01
Telemark kommuner,Siljan,Helt ledige,Kvinner,7,0.013,2019-05-01
Telemark kommuner,Siljan,Helt ledige,Menn,0,0.003,2019-05-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Begge kjønn,164,0.006,2019-05-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Kvinner,74,0.006,2019-05-01
Telemark kommuner,Skien,Arbeidssøkere på tiltak,Menn,90,0.006,2019-05-01
Telemark kommuner,Skien,Delvis ledige,Begge kjønn,412,0.015,2019-05-01
Telemark kommuner,Skien,Delvis ledige,Kvinner,237,0.018,2019-05-01
Telemark kommuner,Skien,Delvis ledige,Menn,175,0.012,2019-05-01
Telemark kommuner,Skien,Helt ledige,Begge kjønn,803,0.03,2019-05-01
Telemark kommuner,Skien,Helt ledige,Kvinner,361,0.028,2019-05-01
Telemark kommuner,Skien,Helt ledige,Menn,442,0.031,2019-05-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Begge kjønn,12,0.004,2019-05-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Kvinner,0,0.002,2019-05-01
Telemark kommuner,Tinn,Arbeidssøkere på tiltak,Menn,9,0.006,2019-05-01
Telemark kommuner,Tinn,Delvis ledige,Begge kjønn,46,0.016,2019-05-01
Telemark kommuner,Tinn,Delvis ledige,Kvinner,22,0.016,2019-05-01
Telemark kommuner,Tinn,Delvis ledige,Menn,24,0.015,2019-05-01
Telemark kommuner,Tinn,Helt ledige,Begge kjønn,52,0.018,2019-05-01
Telemark kommuner,Tinn,Helt ledige,Kvinner,21,0.015,2019-05-01
Telemark kommuner,Tinn,Helt ledige,Menn,31,0.02,2019-05-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Begge kjønn,0,0.002,2019-05-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Kvinner,0,0.002,2019-05-01
Telemark kommuner,Tokke,Arbeidssøkere på tiltak,Menn,0,0.002,2019-05-01
Telemark kommuner,Tokke,Delvis ledige,Begge kjønn,6,0.005,2019-05-01
Telemark kommuner,Tokke,Delvis ledige,Kvinner,0,0.006,2019-05-01
Telemark kommuner,Tokke,Delvis ledige,Menn,0,0.005,2019-05-01
Telemark kommuner,Tokke,Helt ledige,Begge kjønn,12,0.01,2019-05-01
Telemark kommuner,Tokke,Helt ledige,Kvinner,5,0.01,2019-05-01
Telemark kommuner,Tokke,Helt ledige,Menn,7,0.011,2019-05-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Begge kjønn,13,0.006,2019-05-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Kvinner,0,0.003,2019-05-01
Telemark kommuner,Vinje,Arbeidssøkere på tiltak,Menn,10,0.009,2019-05-01
Telemark kommuner,Vinje,Delvis ledige,Begge kjønn,0,0.001,2019-05-01
Telemark kommuner,Vinje,Delvis ledige,Kvinner,0,0.002,2019-05-01
Telemark kommuner,Vinje,Delvis ledige,Menn,0,0.001,2019-05-01
Telemark kommuner,Vinje,Helt ledige,Begge kjønn,20,0.01,2019-05-01
Telemark kommuner,Vinje,Helt ledige,Kvinner,5,0.005,2019-05-01
Telemark kommuner,Vinje,Helt ledige,Menn,15,0.014,2019-05-01
Fylker,Agder,Arbeidssøkere på tiltak,Begge kjønn,1023,0.007,2019-06-01
Fylker,Agder,Arbeidssøkere på tiltak,Kvinner,450,0.006,2019-06-01
Fylker,Agder,Arbeidssøkere på tiltak,Menn,573,0.007,2019-06-01
Fylker,Agder,Delvis ledige,Begge kjønn,1696,0.011,2019-06-01
Fylker,Agder,Delvis ledige,Kvinner,1009,0.014,2019-06-01
Fylker,Agder,Delvis ledige,Menn,687,0.009,2019-06-01
Fylker,Agder,Helt ledige,Begge kjønn,3325,0.022,2019-06-01
Fylker,Agder,Helt ledige,Kvinner,1451,0.02,2019-06-01
Fylker,Agder,Helt ledige,Menn,1874,0.023,2019-06-01
Fylker,Akershus,Arbeidssøkere på tiltak,Begge kjønn,1817,0.005,2019-06-01
Fylker,Akershus,Arbeidssøkere på tiltak,Kvinner,889,0.005,2019-06-01
Fylker,Akershus,Arbeidssøkere på tiltak,Menn,928,0.005,2019-06-01
Fylker,Akershus,Delvis ledige,Begge kjønn,2638,0.007,2019-06-01
Fylker,Akershus,Delvis ledige,Kvinner,1504,0.009,2019-06-01
Fylker,Akershus,Delvis ledige,Menn,1134,0.006,2019-06-01
Fylker,Akershus,Helt ledige,Begge kjønn,6740,0.019,2019-06-01
Fylker,Akershus,Helt ledige,Kvinner,3233,0.019,2019-06-01
Fylker,Akershus,Helt ledige,Menn,3507,0.019,2019-06-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Begge kjønn,689,0.005,2019-06-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Kvinner,339,0.005,2019-06-01
Fylker,Buskerud,Arbeidssøkere på tiltak,Menn,350,0.005,2019-06-01
Fylker,Buskerud,Delvis ledige,Begge kjønn,1296,0.01,2019-06-01
Fylker,Buskerud,Delvis ledige,Kvinner,799,0.013,2019-06-01
Fylker,Buskerud,Delvis ledige,Menn,497,0.007,2019-06-01
Fylker,Buskerud,Helt ledige,Begge kjønn,2990,0.022,2019-06-01
Fylker,Buskerud,Helt ledige,Kvinner,1403,0.022,2019-06-01
Fylker,Buskerud,Helt ledige,Menn,1587,0.022,2019-06-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Begge kjønn,198,0.005,2019-06-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Kvinner,87,0.005,2019-06-01
Fylker,Finnmark,Arbeidssøkere på tiltak,Menn,111,0.005,2019-06-01
Fylker,Finnmark,Delvis ledige,Begge kjønn,636,0.016,2019-06-01
Fylker,Finnmark,Delvis ledige,Kvinner,315,0.017,2019-06-01
Fylker,Finnmark,Delvis ledige,Menn,321,0.015,2019-06-01
Fylker,Finnmark,Helt ledige,Begge kjønn,1058,0.026,2019-06-01
Fylker,Finnmark,Helt ledige,Kvinner,393,0.021,2019-06-01
Fylker,Finnmark,Helt ledige,Menn,665,0.031,2019-06-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Begge kjønn,630,0.003,2019-06-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Kvinner,303,0.003,2019-06-01
Fylker,Innlandet,Arbeidssøkere på tiltak,Menn,327,0.003,2019-06-01
Fylker,Innlandet,Delvis ledige,Begge kjønn,1748,0.009,2019-06-01
Fylker,Innlandet,Delvis ledige,Kvinner,1012,0.012,2019-06-01
Fylker,Innlandet,Delvis ledige,Menn,736,0.007,2019-06-01
Fylker,Innlandet,Helt ledige,Begge kjønn,3394,0.018,2019-06-01
Fylker,Innlandet,Helt ledige,Kvinner,1488,0.017,2019-06-01
Fylker,Innlandet,Helt ledige,Menn,1906,0.019,2019-06-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Begge kjønn,771,0.006,2019-06-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Kvinner,313,0.005,2019-06-01
Fylker,Møre og Romsdal,Arbeidssøkere på tiltak,Menn,458,0.006,2019-06-01
Fylker,Møre og Romsdal,Delvis ledige,Begge kjønn,1496,0.011,2019-06-01
Fylker,Møre og Romsdal,Delvis ledige,Kvinner,902,0.014,2019-06-01
Fylker,Møre og Romsdal,Delvis ledige,Menn,594,0.008,2019-06-01
Fylker,Møre og Romsdal,Helt ledige,Begge kjønn,2717,0.02,2019-06-01
Fylker,Møre og Romsdal,Helt ledige,Kvinner,1179,0.019,2019-06-01
Fylker,Møre og Romsdal,Helt ledige,Menn,1538,0.021,2019-06-01
Fylker,Nordland,Arbeidssøkere på tiltak,Begge kjønn,498,0.004,2019-06-01
Fylker,Nordland,Arbeidssøkere på tiltak,Kvinner,198,0.003,2019-06-01
Fylker,Nordland,Arbeidssøkere på tiltak,Menn,300,0.005,2019-06-01
Fylker,Nordland,Delvis ledige,Begge kjønn,1361,0.011,2019-06-01
Fylker,Nordland,Delvis ledige,Kvinner,735,0.013,2019-06-01
Fylker,Nordland,Delvis ledige,Menn,626,0.009,2019-06-01
Fylker,Nordland,Helt ledige,Begge kjønn,2207,0.018,2019-06-01
Fylker,Nordland,Helt ledige,Kvinner,911,0.016,2019-06-01
Fylker,Nordland,Helt ledige,Menn,1296,0.02,2019-06-01
Fylker,Oslo,Arbeidssøkere på tiltak,Begge kjønn,2245,0.006,2019-06-01
Fylker,Oslo,Arbeidssøkere på tiltak,Kvinner,1268,0.007,2019-06-01
Fylker,Oslo,Arbeidssøkere på tiltak,Menn,977,0.005,2019-06-01
Fylker,Oslo,Delvis ledige,Begge kjønn,3288,0.008,2019-06-01
Fylker,Oslo,Delvis ledige,Kvinner,1754,0.009,2019-06-01
Fylker,Oslo,Delvis ledige,Menn,1534,0.008,2019-06-01
Fylker,Oslo,Helt ledige,Begge kjønn,9685,0.025,2019-06-01
Fylker,Oslo,Helt ledige,Kvinner,4523,0.024,2019-06-01
Fylker,Oslo,Helt ledige,Menn,5162,0.026,2019-06-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Begge kjønn,1028,0.004,2019-06-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Kvinner,406,0.003,2019-06-01
Fylker,Rogaland,Arbeidssøkere på tiltak,Menn,622,0.005,2019-06-01
Fylker,Rogaland,Delvis ledige,Begge kjønn,2455,0.01,2019-06-01
Fylker,Rogaland,Delvis ledige,Kvinner,1397,0.012,2019-06-01
Fylker,Rogaland,Delvis ledige,Menn,1058,0.008,2019-06-01
Fylker,Rogaland,Helt ledige,Begge kjønn,5693,0.022,2019-06-01
Fylker,Rogaland,Helt ledige,Kvinner,2661,0.023,2019-06-01
Fylker,Rogaland,Helt ledige,Menn,3032,0.022,2019-06-01
Fylker,Telemark,Arbeidssøkere på tiltak,Begge kjønn,427,0.005,2019-06-01
Fylker,Telemark,Arbeidssøkere på tiltak,Kvinner,177,0.004,2019-06-01
Fylker,Telemark,Arbeidssøkere på tiltak,Menn,250,0.006,2019-06-01
Fylker,Telemark,Delvis ledige,Begge kjønn,1103,0.013,2019-06-01
Fylker,Telemark,Delvis ledige,Kvinner,636,0.016,2019-06-01
Fylker,Telemark,Delvis ledige,Menn,467,0.01,2019-06-01
Fylker,Telemark,Helt ledige,Begge kjønn,2148,0.025,2019-06-01
Fylker,Telemark,Helt ledige,Kvinner,1003,0.025,2019-06-01
Fylker,Telemark,Helt ledige,Menn,1145,0.025,2019-06-01
Fylker,Troms ,Arbeidssøkere på tiltak,Begge kjønn,356,0.004,2019-06-01
Fylker,Troms ,Arbeidssøkere på tiltak,Kvinner,131,0.003,2019-06-01
Fylker,Troms ,Arbeidssøkere på tiltak,Menn,225,0.005,2019-06-01
Fylker,Troms ,Delvis ledige,Begge kjønn,799,0.009,2019-06-01
Fylker,Troms ,Delvis ledige,Kvinner,407,0.01,2019-06-01
Fylker,Troms ,Delvis ledige,Menn,392,0.008,2019-06-01
Fylker,Troms ,Helt ledige,Begge kjønn,1431,0.016,2019-06-01
Fylker,Troms ,Helt ledige,Kvinner,558,0.013,2019-06-01
Fylker,Troms ,Helt ledige,Menn,873,0.018,2019-06-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Begge kjønn,935,0.004,2019-06-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Kvinner,409,0.004,2019-06-01
Fylker,Trøndelag,Arbeidssøkere på tiltak,Menn,526,0.004,2019-06-01
Fylker,Trøndelag,Delvis ledige,Begge kjønn,2319,0.009,2019-06-01
Fylker,Trøndelag,Delvis ledige,Kvinner,1318,0.012,2019-06-01
Fylker,Trøndelag,Delvis ledige,Menn,1001,0.008,2019-06-01
Fylker,Trøndelag,Helt ledige,Begge kjønn,4350,0.018,2019-06-01
Fylker,Trøndelag,Helt ledige,Kvinner,1894,0.017,2019-06-01
Fylker,Trøndelag,Helt ledige,Menn,2456,0.019,2019-06-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Begge kjønn,459,0.004,2019-06-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Kvinner,193,0.003,2019-06-01
Fylker,Vestfold,Arbeidssøkere på tiltak,Menn,266,0.004,2019-06-01
Fylker,Vestfold,Delvis ledige,Begge kjønn,1458,0.012,2019-06-01
Fylker,Vestfold,Delvis ledige,Kvinner,852,0.015,2019-06-01
Fylker,Vestfold,Delvis ledige,Menn,606,0.009,2019-06-01
Fylker,Vestfold,Helt ledige,Begge kjønn,3242,0.026,2019-06-01
Fylker,Vestfold,Helt ledige,Kvinner,1534,0.027,2019-06-01
Fylker,Vestfold,Helt ledige,Menn,1708,0.026,2019-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Begge kjønn,1395,0.004,2019-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Kvinner,582,0.004,2019-06-01
Fylker,Vestland,Arbeidssøkere på tiltak,Menn,813,0.005,2019-06-01
Fylker,Vestland,Delvis ledige,Begge kjønn,3189,0.009,2019-06-01
Fylker,Vestland,Delvis ledige,Kvinner,1751,0.011,2019-06-01
Fylker,Vestland,Delvis ledige,Menn,1438,0.008,2019-06-01
Fylker,Vestland,Helt ledige,Begge kjønn,6845,0.02,2019-06-01
Fylker,Vestland,Helt ledige,Kvinner,3012,0.019,2019-06-01
Fylker,Vestland,Helt ledige,Menn,3833,0.021,2019-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Begge kjønn,883,0.006,2019-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Kvinner,434,0.006,2019-06-01
Fylker,Østfold,Arbeidssøkere på tiltak,Menn,449,0.006,2019-06-01
Fylker,Østfold,Delvis ledige,Begge kjønn,1745,0.012,2019-06-01
Fylker,Østfold,Delvis ledige,Kvinner,1013,0.015,2019-06-01
Fylker,Østfold,Delvis ledige,Menn,732,0.009,2019-06-01
Fylker,Østfold,Helt ledige,Begge kjønn,4258,0.03,2019-06-01
Fylker,Østfold,Helt ledige,Kvinner,2186,0.033,2019-06-01
Fylker,Østfold,Helt ledige,Menn,2072,0.027,2019-06-01
Landet,Landet,Arbeidssøkere på tiltak,Begge kjønn,13358,0.005,2019-06-01
Landet,Landet,Arbeidssøkere på tiltak,Kvinner,6180,0.005,2019-06-01
Landet,Landet,Arbeidssøkere på tiltak,Menn,7178,0.005,2019-06-01
Landet,Landet,Delvis ledige,Begge kjønn,27272,0.01,2019-06-01
Landet,Landet,Delvis ledige,Kvinner,15417,0.012,2019-06-01
Landet,Landet,Delvis ledige,Menn,11855,0.008,2019-06-01
Landet,Landet,Helt ledige,Begge kjønn,60093,0.021,2019-06-01
Landet,Landet,Helt ledige,Kvinner,27433,0.021,2019-06-01
Landet,Landet,Helt ledige,Menn,32660,0.022,2019-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Begge kjønn,46,0.007,2019-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Kvinner,22,0.007,2019-06-01
Telemark kommuner,Bamble,Arbeidssøkere på tiltak,Menn,24,0.006,2019-06-01
Telemark kommuner,Bamble,Delvis ledige,Begge kjønn,87,0.013,2019-06-01
Telemark kommuner,Bamble,Delvis ledige,Kvinner,56,0.018,2019-06-01
Telemark kommuner,Bamble,Delvis ledige,Menn,31,0.008,2019-06-01
Telemark kommuner,Bamble,Helt ledige,Begge kjønn,144,0.021,2019-06-01
Telemark kommuner,Bamble,Helt ledige,Kvinner,74,0.023,2019-06-01
Telemark kommuner,Bamble,Helt ledige,Menn,70,0.019,2019-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Begge kjønn,8,0.004,2019-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Kvinner,0,0.002,2019-06-01
Telemark kommuner,Drangedal,Arbeidssøkere på tiltak,Menn,6,0.006,2019-06-01
Telemark kommuner,Drangedal,Delvis ledige,Begge kjønn,22,0.011,2019-06-01
Telemark kommuner,Drangedal,Delvis ledige,Kvinner,17,0.019,2019-06-01
Telemark kommuner,Drangedal,Delvis ledige,Menn,5,0.005,2019-06-01
Telemark kommuner,Drangedal,Helt ledige,Begge kjønn,36,0.018,2019-06-01
Telemark kommuner,Drangedal,Helt ledige,Kvinner,16,0.018,2019-06-01
Telemark kommuner,Drangedal,Helt ledige,Menn,20,0.019,2019-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Begge kjønn,4,0.006,2019-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Kvinner,0,0.007,2019-06-01
Telemark kommuner,Fyresdal,Arbeidssøkere på tiltak,Menn,0,0.006,2019-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Begge kjønn,13,0.02,2019-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Kvinner,5,0.017,2019-06-01
Telemark kommuner,Fyresdal,Delvis ledige,Menn,8,0.023,2019-06-01
Telemark kommuner,Fyresdal,Helt ledige,Begge kjønn,5,0.008,2019-06-01
Telemark kommuner,Fyresdal,Helt ledige,Kvinner,0,0.003,2019-06-01
Telemark kommuner,Fyresdal,Helt ledige,Menn,4,0.012,2019-06-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Begge kjønn,0,0.004,2019-06-01
Telemark kommuner,Hjartdal,Arbeidssøkere på tiltak,Menn,0,0.007,2019-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Begge kjønn,0,0.004,2019-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Kvinner,0,0.006,2019-06-01
Telemark kommuner,Hjartdal,Delvis ledige,Menn,0,0.002,2019-06-01
Telemark kommuner,Hjartdal,Helt ledige,Begge kjønn,7,0.009,2019-06-01
Telemark kommuner,Hjartdal,Helt ledige,Kvinner,0,0.006,2019-06-01
Telemark kommuner,Hjartdal,Helt ledige,Menn,5,0.012,2019-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Begge kjønn,23,0.005,2019-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Kvinner,9,0.004,2019-06-01
Telemark kommuner,Kragerø,Arbeidssøkere på tiltak,Menn,14,0.005,2019-06-01
Telemark kommuner,Kragerø,Delvis ledige,Begge kjønn,72,0.015,2019-06-01
Telemark kommuner,Kragerø,Delvis ledige,Kvinner,50,0.022,2019-06-01
Telemark kommuner,Kragerø,Delvis ledige,Menn,22,0.009,2019-06-01
Telemark kommuner,Kragerø,Helt ledige,Begge kjønn,111,0.023,2019-06-01
