Navn,Org. nr.,Overordnet enhet,Antall ansatte,firfirmaid,Bedriftsstatus,Organisasjonsform,konsernopporgnr,Navn på overliggende enhet,Orgnr til toppenhet,Fylkesnavn,fylkesnavn,kommune_id,Kommunenummer,kommunenavn,Kommunenavn,Intervallkode antall ansatte,Omsetning i hele tusen,Driftsresultat i hele tusen,Dato for etablering,Sektorkode fra SSB,Privat eller offentlig,Nace_1_navn,Nace_5_navn,Nace_5_nr,Y (UTM33),X (UTM33),load_date,Lon,Lat
Torg Gata Borettslag,924170441,988414093,0.0,16423960,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Boligsameiet Falkum Atrium - Skien,924169214,988103837,1.0,16423850,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
Einar Gerhardsensvei Borettslag,924168838,987994118,0.0,16423816,9,,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6616606.699999999,176025.09999999963,2026-08-05 03:37:01,"9,26265330814322","59,56173150914804"
Smiekra og Mjelkåsen Borettslag,924168641,987933682,0.0,16423800,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Vannfronten Borettslag,924168544,987903856,0.0,16423790,9,,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6616606.699999999,176025.09999999963,2026-08-05 03:37:01,"9,26265330814322","59,56173150914804"
Sameiet Cappelensgt. 8-12,924167130,987515236,,16423667,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Lunde Boligpark Borettslag,924167041,987494573,0.0,16423659,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
Sneltvedtkroken Borettslag,924166509,987402180,0.0,16423611,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Kalstadlåven Borettslag,924165715,987218835,0.0,16423542,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Sameiet Bjørntvedt Syd,924165650,987209550,,16423536,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Vestsiden Hageby i Borettslag,924165359,987121068,0.0,16423509,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Johnsejordet Borettslag,924164727,986938044,0.0,16423452,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Frognerlia Øst Borettslag,924164565,986897232,0.0,16423438,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Åmotbakken Borettslag,924164077,986741593,0.0,16423394,1,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Nordbølia Borettslag,924163747,986628916,0.0,16423365,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Tollneshagen II Borettslag,924163348,986432981,,16423328,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Borge Borettslag,924162910,986245294,0.0,16423292,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Jernbanegata Borettslag,924162902,986245251,0.0,16423291,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Tjærnet Borettslag,924162686,986191518,0.0,16423270,9,,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6655330.67,141631.5499999998,2026-08-05 03:37:01,"8,591715075788576","59,879293974389064"
Henrik Wergelandsgate Borettslag,924162554,986156437,0.0,16423258,9,,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6616606.699999999,176025.09999999963,2026-08-05 03:37:01,"9,26265330814322","59,56173150914804"
Neslandstunet Borettslag,924162333,986111808,0.0,16423239,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Eierseksjonssameiet Gautefallheia 100,924161760,985883041,0.0,16423188,9,,,,,Telemark,Telemark,4016,4016,Drangedal,DRANGEDAL,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6565015.295600001,160194.14719999954,2026-08-05 03:37:01,"9,065199999357864","59,088400001560466"
Liekvartalet Borettslag,924161639,985840962,0.0,16423177,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
Sameiet Gamle Bjørntvedtvei 28,924160969,985591253,0.0,16423116,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,,,00.000,6572691.949999999,191924.41000000015,2026-08-05 03:37:01,"9,605583727016988","59,18114658128829"
Asalund 2 Borettslag,924160810,985525498,0.0,16423104,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Mælagata 75 Borettslag,924160578,985407754,,16423082,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Sameiet Luksefjellveien 13 B/ C Skien,924160462,985348677,0.0,16423072,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6577354.0,192158.26999999955,2026-08-05 03:37:01,"9,603067017637098","59,222997526644484"
Seniorsenteret Edvard Munchs Vei 23,924159979,985184631,0.0,16423030,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538462.26,177668.08000000007,2026-08-05 03:37:01,"9,407351931569249","58,864646713217"
Kåsa Borettslag,924159545,985002347,0.0,16422994,9,,,,,Telemark,Telemark,4005,4005,Notodden,NOTODDEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6616606.699999999,176025.09999999963,2026-08-05 03:37:01,"9,26265330814322","59,56173150914804"
Sameiet Osebro Brygge,924159340,984904703,0.0,16422975,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6570916.48,193451.99000000022,2026-08-05 03:37:01,"9,634690112032144","59,16637691104336"
Haugslia Borettslag,924159057,984745338,0.0,16422951,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
Sameie Tordenskjoldsgate 9,924158999,984729049,0.0,16422946,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567744.039999999,193853.36000000034,2026-08-05 03:37:01,"9,646124368598523","59,13830069053752"
Sameiet Øvre Skotlandsvei 23,924158859,984678177,0.0,16422933,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575171.369999999,192673.9500000002,2026-08-05 03:37:01,"9,615144140759753","59,20385725576327"
Sameiet Holbergsgt. 8-10,924158484,984541856,,16422900,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,,,00.000,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Tollneshagen Borettslag,924158379,984499663,0.0,16422891,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Sameiet Bakkelunden,924158204,984416830,0.0,16422876,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575240.16,191967.45999999996,2026-08-05 03:37:01,"9,60273147827009","59,20396024324721"
Vatninga Borettslag,924158026,984349602,0.0,16422859,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Boligsameiet Cappelensgt 4 og 6,924158018,984331819,0.0,16422858,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Boligsameiet Mæla Terrasse,924157305,984031734,,16422796,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Skjelsviken Borettslag,924155531,983257518,0.0,16422639,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Sameiet Ulefoss Industribygg,924155000,982812321,0.0,16422590,9,,,,,Telemark,Telemark,4018,4018,Nome,NOME,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6586047.539999999,173161.08000000007,2026-08-05 03:37:01,"9,258800970772898","59,28647043528346"
Frognertunet Borettslag,924154691,982545013,,16422562,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Frognerlia Borettslag,924154632,982473799,0.0,16422556,1,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Vrådal Alpin Apartement Fritidsboligsameie,924154616,982467691,0.0,16422554,9,,,,,Telemark,Telemark,4028,4028,Kviteseid,KVITESEID,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6594464.0408,129589.15739999991,2026-08-05 03:37:01,"8,484399999965905","59,32570000086037"
Asalund Borettslag,924154403,982274893,0.0,16422535,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Måna Borettslag,924153857,981891775,0.0,16422487,9,,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6655330.67,141631.5499999998,2026-08-05 03:37:01,"8,591715075788576","59,879293974389064"
Brattås Nord Borettslag,924153571,981566513,0.0,16422463,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Nenset Terrasse Borettslag,924153423,981463056,0.0,16422450,9,,,,,Telemark,Telemark,4003,4003,Skien,SKIEN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6575872.25,192058.6900000004,2026-08-05 03:37:01,"9,603427632406358","59,20967765614392"
Sjådammen Iii Borettslag,924153040,981136470,0.0,16422415,1,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Måneliveien 21 Borettslag,924153032,981136381,0.0,16422414,9,,,,,Telemark,Telemark,4014,4014,Kragerø,KRAGERØ,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6538996.09,178107.16000000015,2026-08-05 03:37:01,"9,414157270308138","58,869746893313746"
Gartnerløkka Borettslag,924152982,981126017,0.0,16422409,9,,,,,Telemark,Telemark,4001,4001,Porsgrunn,PORSGRUNN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6567675.960000001,194608.15000000037,2026-08-05 03:37:01,"9,659352715770584","59,13823421003764"
Klostergården Borettslag,924152915,981107950,,16422404,9,,,,,Telemark,Telemark,4026,4026,Tinn,TINN,0-1,0.0,0.0,2019-12-13,,,Lønnet arbeid i private husholdninger og annen vareproduksjon og tjenesteyting i private husholdning,Aktiviteter i borettslag og boligsameier,97.001,6655330.67,141631.5499999998,2026-08-05 03:37:01,"8,591715075788576","59,879293974389064"
