Organisasjonsnummer,Navn,Nivå enhetsregisteret,Antall ansatte
917977941,Kvervel AS,1,
917996628,Ef click systems da,1,
918034382,Kelda automation technology AS,1,
918045775,Batec AS,1,
918118551,Vasbø konsulenttjenester,1,
918158162,Magnesium consulting AS,1,
918327495,Techniculture invest AS,1,
918449701,Flow technology holding AS,1,
918500383,Simo marine AS,1,
918721231,Slottsfjell invest AS,1,
918739297,Sveivdokk gård erling ballestad,1,
918770631,Hn prosjektsupport AS,1,
918857168,Harstveit consult,1,
918924132,Rune-nygård AS,1,
918955771,Bjørn bergheim,1,
919611227,Medevice AS,1,
919648171,Seabased Norway AS,1,
919745606,Frier hrt AS,1,
919767286,Amwj AS,1,
919929839,Inovatec AS,1,
919941510,Norsk erosjon og flomsikring AS,1,
920025331,Fareid tecnology AS,1,
920036147,Gunnar mosevoll va,1,
920130321,Ingeniør kjell g. borgeraas,1,
920185908,F.dewey industrimuring konsult.,1,
920195024,Riis ktd,1,
920213073,Po service AS,1,
920233503,Haust consulting da,1,
920248241,Moment engineering AS,1,
920280153,Isonor construction AS,1,
920298648,Tinfos powertech AS,1,
920313604,Tech-qw AS,1,
920387616,Mathias berg holding AS,1,
920440169,Testall AS,1,
920641989,Produksjon senteret AS,1,
920774733,Bakken engineering AS,1,
920803180,Merarne arne hallvard øygarden,1,
920969305,Krossli AS,1,
921129106,Klev1 AS,1,
921270070,Elfo engineering AS,1,
921387431,Aiga invest AS,1,
921564368,Hydrowatt AS,1,
921770693,Kgd offshore consulting knut gyth-dehli,1,
922077827,Rambo consulting AS,1,
922090408,Aquapartner Telemark AS,1,
922207097,Fjelddalen elektro,1,
922284288,Sle invest AS,1,
922858470,Ekornrød consulting AS,1,
922984727,Tor olav miland,1,
923014098,Soltøppen ådne libjå,1,
923051708,Subsea turbine ove kristensen,1,
923065989,Grønland energikalkulasjon,1,
923153187,Sp services pedersen,1,
923321659,Project solutions AS,1,
923368116,Treungen utvikling AS,1,
923369929,Ks-fokus AS,1,
923451137,Scheen AS,1,
923560165,Kraft1 AS,1,
923725520,Brevik maritime AS,1,
923801294,E-nerd AS,1,
923813640,Multi-com rune larsen,1,
923950877,Aasmundsen crew management,1,
924033185,Trosvik group AS,1,
924211792,Ergun ege,1,
924404213,Rm service kløverød pettersen,1,
924510846,Elcar trond bendiksen,1,
924513357,Martin lio,1,
924537760,Ph Norway AS,1,
924557982,Lundquistconsulting morten erik lundquist,1,
924708360,Vana AS,1,
924862939,Trosvik oceantech AS,1,
924950471,Optiveg AS,1,
924985127,Equisør holding AS,1,
925010634,Trond ness pedersen,1,
925056677,Jensen consult,1,
925067229,Ospeskog AS,1,
925159514,Bluegreen investments AS,1,
925273252,Jb airservice AS,1,
925306630,Jensen think tank,1,
925482862,Hegna solutions,1,
925602760,Andreas sæbø engineering,1,
925637793,Sivilingeniør geir moe AS,1,
925719307,Freelance projects AS,1,
925855421,Talleraas consulting,1,
925903450,Norvention AS,1,
925947806,Rosness teknologi AS,1,
925950610,Eirik thyge hansen,1,
925984515,Skonseng konsult,1,
926088734,Norrman sprinklerkontroll AS,1,
926280325,Væringhaug holding AS,1,
926320289,Reodor invest AS,1,
926351141,Olaf skarvang,1,
926398253,Fr technology AS,1,
926460498,Lorentsen consulting,1,
926561502,Olav marumsrud AS,1,
926641980,Avinxt defence AS,1,
926807323,Svinning analyse og modellering,1,
926809709,Pointbreak AS,1,
927009382,Blanchard Norge,1,
927093618,E- tek AS,1,
927114151,Kristoffer w. tveit,1,
927127571,Biedermann AS,1,
927151367,Helgåsen konsulenter AS,1,
927152010,Unvi AS,1,
927269600,Pb tech AS,1,
927269724,Pebri consulting AS,1,
927281392,Aakre hydraulikk,1,
927306638,Amh industriservice AS,1,
927434172,Upcycle technologies AS,1,
927440709,Norenergi gruppen AS,1,
927505479,Anne sætre kaasa,1,
927612887,Hms AS,1,
927690357,Isdahl engineering,1,
927810131,Telemark tekniske AS,1,
927821397,Rocstar holding AS,1,
927918013,Ingeniørfirma knut andresen,1,
928059588,Trevor lucas consultancy,1,
928166988,Dhans drilling AS,1,
928167232,Rinde invest AS,1,
928242110,Auto trimmer AS,1,
928525309,Hael andersen prosjekt,1,
928538230,Sustaintech marine AS,1,
928700976,Ødegård maritime consulting,1,
928756513,Future field energy AS,1,
928793761,Era biocarbon AS,1,
928830179,Skh elektro AS,1,
928851737,Abs smartkraft AS,1,
929016777,Torgeir andersen rådgivertjenester,1,
929261879,Optimal brannsikkerhet AS,1,
929291751,Straumsnes teletjenester,1,
929368096,Mohac AS,1,
929454634,Jf kjørbek,1,
929549279,Hæhre assistanse,1,
929616774,Biørnehuset AS,1,
929651480,Rpm AS,1,
929716086,Fidjelands forskning,1,
929754433,M/m holding AS,1,
930009326,Kragerø oppmåling AS,1,
930014125,Ole g. plassen vegservice,1,
930014621,L-tek AS,1,
930224901,Fotoner AS,1,
930230170,C. berg consulting,1,
930287504,Jon aarbakk rådgjeving AS,1,
930328472,E3 energi AS,1,
930334901,Eirik lund engineering,1,
930484539,Sverre barthmann barth consulting,1,
930528595,N. wårås,1,
930535435,Syvertsen bilkonsult,1,
930780197,Kreos AS,1,
930886858,Urdal marine engineering,1,
931041207,Orsted Norway services AS,1,
931148397,Wilhelmsen engineering,1,
931183133,Olsson industri å vern,1,
931446711,Normann tecnoconsult,1,
931462490,Torpe prosessteknisk konsulent,1,
931467514,Disaiq nuf,1,
931605259,Arcadis Norway AS,1,
931657399,Mm industri maksymiak,1,
931736205,K.c. kristiansen - teknisk support,1,
931788264,Jhconsult AS,1,
931843346,Knut rydland engineering,1,
931882279,Lanetech nilsen,1,
931952544,Pelifax AS,1,
932105543,Lorentsen service group,1,
932304767,Keb consulting AS,1,
932329263,Rydland consult AS,1,
932409712,Bratland mech,1,
932468891,Konsulent evensen,1,
932482193,Mårfellen holding AS,1,
932561255,Source aboukazempouramiri,1,
932686260,Bluegreen group AS,1,
932728990,Grave oppmåling AS,1,
932735261,Westli elektro,1,
932851040,Sivilingeniør roar karlsen ingeniørtjenester AS,1,
932918501,Ainir cyclotronics AS,1,
932928973,Frontline inspection services ltd nuf,1,
933002144,Gj consult AS,1,
933008592,Proliving - lithell bygningsrådgivning,1,
933288188,Eriksrød radioelektronikk,1,
933296881,Stressman vaultron AS,1,
933360717,Rasmussen maritime,1,
933392392,Birk technologies AS,1,
933395782,Båtteknisk konsulent runar gautefald,1,
933406326,Fia technologies AS,1,
933737233,A johnsen consulting,1,
933762475,Siv. ing. hans narvestad AS,1,
933915921,Leth-olsen materials consulting AS,1,
933992519,Noll engineering,1,
934000455,Telekom ekspert AS,1,
934126475,"Hseq konsultant, erik nilsen",1,
934178823,Rebreathe AS,1,
934233344,Ørjan gundersen-rosten,1,
934253647,Kenny tran,1,
934262980,Bekkelund oneup-engineering,1,
934277333,Gunleiksrud engineering,1,
934316630,Inno felt AS,1,
934354133,Tofangsaz AS,1,
934387724,Aasekaasen service AS,1,
934427602,Utfi stressman engineering AS,1,
934529170,Roger fagerberg rui,1,
934563204,A-tech dc services AS,1,
934565843,Gear tech Norway AS,1,
934588452,Pedersen magnesium,1,
934622669,Nordbo invest AS,1,
934744624,N-con AS,1,
934762495,Sten åge egeberg engineering AS,1,
934773128,Sivilingeniør memic,1,
934778111,S risdalen AS,1,
934793382,Plastech da,1,
934796403,Haugen sds consulting,1,
934864131,Car.labcraft el lahham,1,
934873653,Johansen prosjektstyring AS,1,
934927524,Leko lars ekornrød,1,
934964578,Per kristian andersen,1,
934981685,Helweg nexus AS,1,
935015006,Scalar AS,1,
935029740,Kaldråstøyl steering gear consultancy,1,
935032253,Gelsomini environmental consulting AS,1,
935036461,Konsul nor konkursbo,1,
935072522,Tim johnstone,1,
935073502,Gba prosjekt- og anleggsledelse AS,1,
935185416,Tengs project management,1,
935245842,Tor skjellaug,1,
935246040,Sæland prosjekt AS,1,
935254213,Valdar geotjenester,1,
935266645,Robert aleksander jensen konkursbo,1,
935393736,Straume backoffice,1,
935453933,Taalesen subsea,1,
935485223,Pawel jacek tomczak - pt_vakonsult,1,
935498503,Tørre aero-management services,1,
935584612,R langeland logistikk konsult,1,
935609127,Bolstad magnesium,1,
935617103,Optiveg as tvangsavviklingsbo,1,
935620341,Optiveg holding as tvangsavviklingsbo,1,
935622611,Lekman konsulenttjenester,1,
935630800,Klev1 as tvangsavviklingsbo,1,
935644348,Tangen varde konsult,1,
935879140,Ventogrip pedersen,1,
935893453,Kuciak solutions AS,1,
935927293,Ammonia operations by hansen,1,
936094511,Target by beck AS,1,
936127177,Agritek AS,1,
936163351,Sýna smelien,1,
936206441,Context ochre AS,1,
936391451,Kaarstein,1,
936405169,Vk holm,1,
936409512,Soilvation AS,1,
946549592,Hl engineering dr.ing. helge larsen,1,
952162926,Teknoplan AS,1,
952765221,Nils t haugen industriservice,1,
956231353,Multec siv ing tom haneberg,1,
958741790,Mexxla AS,1,
959033749,Proøk AS,1,
960712471,Heggeli service,1,
961182638,Mithra AS,1,
962987427,Operma AS,1,
964021562,Eic chem fareid,1,
965524762,Friendly international - thrond kjellevold,1,
970213074,Kvikk elprosjektservice erik jørgen gløersen,1,
970314067,Carlsen lasse ingeniørfirma,1,
970393013,Vrålstad åge siv ing,1,
970979174,Siv ing alf dalen AS,1,
971645164,Sommerfryden AS,1,
975327957,Selander consult AS,1,
975843742,Fostervoll AS,1,
975859312,"Csi, christian shriwer international AS",1,
975956083,Bakke sørensen AS,1,
976014200,Viridi AS,1,
976076060,Tor ivar berge,1,
976463390,Torbjørn slaatta,1,
976633938,Kristen spånem,1,
976802233,Tore widvey,1,
978600999,Per kristian aas,1,
979423349,Clark engineering,1,
979513968,Sr scandinavian recycling ab,1,
979541686,Vega AS,1,
979595816,Hansen prosess konsult,1,
979599870,Industri automasjon AS,1,
979599927,Tove gulliksen øy,1,
979652771,Rune arctander,1,
980379329,Fossen consult,1,
980517454,Thomas lia småkraft og natur,1,
980748324,Terje trønder terje johannessen,1,
980997049,Vive AS,1,
981169891,Berge verk,1,
981220390,Jørgen olav nes,1,
981490266,Telemark brannteknikk AS,1,
982576032,Lundtech AS,1,
982830842,Helgesen AS,1,
983185800,Sørbø mentoring og skript,1,
984032781,Oddgeir handeland automasjon,1,
984129033,Norsk kjøretøy kontroll AS,1,
984397011,Per midtbøen,1,
984414323,Ytredal engineering per olav ytredal,1,
984463391,Norpro AS,1,
984974531,Environmental design & innovations AS,1,
985176116,Terstena edutech,1,
985239444,Aaslund produkter,1,
985865353,Tgr engineering tor gunnar rue,1,
986044396,Lofthus liftjig AS,1,
986517340,C.a. thommesen,1,
987235438,Stoltenberg-hansson intelmat,1,
987488204,Gunnar skau-sjøkabelkonsulenten,1,
987662883,Geir chr. enger rfid,1,
987689080,Eikelia kontroll,1,
987714158,Vest Telemark brann & sikkerhet rune haugholmen,1,
988047481,Glittum consulting AS,1,
988125377,Sintel AS,1,
988310670,Franche marine AS,1,
988373036,P.å.dak p.å.eriksen dak-tjeneste,1,
988510173,Rameko AS,1,
989058312,Tinn engineering AS,1,
989143166,Qingtor AS,1,
989169963,Nystrand holding AS,1,
989228242,Zappa holding AS,1,
989234307,Todco AS,1,
989257471,Isonova AS,1,
989266918,Steinde AS,1,
990117225,Martinik AS,1,
990283753,Branningeniøren AS,1,
990353468,Viaplan AS,1,
990503214,Fiveland marine AS,1,
991210245,Piteå holding AS,1,
991509313,Hs consulting AS,1,
992321369,Siram AS,1,
992367210,Havgul clean energy AS,1,
992474343,Logistikk-konsulent john h hansen,1,
992480831,D-ide AS,1,
992481056,Emil heimdal,1,
992841044,Miljøprosjekt AS,1,
992856580,Krogh teknisk,1,
992970014,Vive eiendom AS,1,
993183032,Brødrene høidalen AS,1,
993190918,Aarid AS,1,
993269840,D-tech da,1,
993646180,Leno AS,1,
994147927,A.k.adolfsen,1,
994914367,Dietmar winkler engineering,1,
994928244,Ergotest innovation AS,1,
994931695,Jan hugo hansen limited nuf,1,
995255219,Helge Siljan consult,1,
995364905,Materialpro petter tuvnes,1,
995378418,Terra preta AS,1,
995390108,Heleen dijkstra-van den berg,1,
995542315,Solberg vvs- og landbrukstjenester,1,
995600684,Sh offshore & project logistics consultant steinar holm,1,
995712814,Kolbrek elektroakustikk,1,
995760959,Konsul nor nuf,1,
996204197,Sol-consulting sverre o. lie,1,
996344991,Cgv holding AS,1,
996651185,Axel scheel,1,
996812022,Heyerdahl petroconsult,1,
996836169,Sports invention AS,1,
996971848,Stalsberg service,1,
997295692,Alm tech AS,1,
997365232,Tbholding AS,1,
997615409,Marinex AS,1,
997780787,Jakobsen consult AS,1,
997794478,Aase consulting,1,
997842774,Hjørnevik consulting,1,
997850343,Silverwater AS,1,
997850963,Prok AS,1,
998181283,Refractory consulting AS,1,
998210178,Isaksen automasjon AS,1,
998229103,Ryste-consulting AS,1,
998415217,Omnileap AS,1,
998598001,Microdac nuf,1,
998657334,Telemark technologies AS,1,
998681677,Rs engineering ragnar andreas skaara,1,
998723132,Modellering og simulering - sivilingeniør john arild svendsen,1,
998885051,Initial holding AS,1,
999074367,Profittmaksimering AS,1,
999178294,Themis engineering AS,1,
999246524,Sørensen trading,1,
999328202,Sjø consulting AS,1,
999337325,Gründersen AS,1,
819929572,Buen AS,1,
822167012,Kjuketek AS,1,
834097192,Kabantsov maritime services,1,
834375702,Stian valen motor,1,
884105692,Norsk maskinkontroll AS,1,
897502852,Tronhus bunndyrundersøkelser,1,
911670690,Tjervåg AS,1,
912263363,Eltakst skagerak per olav kjeldal nilsen,1,
915518990,Grindrud rørinspeksjon AS,1,
916495471,Kløcker feltanalyse,1,
916957602,Janina AS,1,
917038724,Lekeplasskontrollen AS,1,
917815194,Katelyn solbakk,1,
920189660,Annemariebraaten anne-marie braaten,1,
920620132,Elma rov service eidissen,1,
925796506,Brn nielsen,1,
926426710,Hennum invest AS,1,
926428624,Wenzin kvalitetssäkring,1,
927383276,Kontroll service støa,1,
927558475,Næss surveyor,1,
928146235,Radontech AS,1,
930576697,Sørøst brannsikkerhet AS,1,
933322513,Schartum miljø,1,
933575179,"Tormodsgard skog, fisk og naturundersøkelser",1,
957873626,Telemark inspeksjons tjenester tit tom johnsen,1,
976814355,Bionor laboratories AS,1,
987500778,Ing. vidar tjervåg,1,
989833898,Hennum holding AS,1,
993933325,Brenna kontroll service,1,
995224011,Brannservice Skien knut h semb,1,
824564582,Biome AS,1,
834444992,S-hub AS,1,
913864913,Naturconsult larsson AS,1,
914508312,Trimotech AS,1,
915237630,Prunex AS,1,
916039166,Prora-lab AS,1,
917291527,David mundal natur- og miljøtjenester,1,
918619488,Dr.ing knut wiik AS,1,
919278463,Kaass discovery AS,1,
919792914,Robstad nature concept,1,
920020267,Xtragas AS,1,
920642632,Futurevac AS,1,
923003630,Innovative-tech consultant sakander waqas ahmad,1,
923041699,Shifting foci consultancy robert bongaardt,1,
925224111,Dl maskinteknikk AS,1,
925896837,Cypro AS,1,
927703076,Vandalai AS,1,
929201930,Viwa tek AS,1,
929637453,Evju mathage,1,
929797264,Ocean turbines AS,1,
930383562,Advac r&d AS,1,
931657100,Helgi thorarensen,1,
931829955,Vågen verktøy,1,
932385546,Uco holding AS,1,
932582325,Bærekraftig produktutvikling AS,1,
932711001,Mtpt AS,1,
933134148,Arctic biowave systems AS,1,
933204448,Fjellab AS,1,
933815064,Next horizons AS,1,
934766229,Kinera coating as konkursbo,1,
935238773,Vitalsynkron AS,1,
958926715,Gemitech AS,1,
961056535,Oldroyd innovation AS,1,
963754493,Norsk varmlaft utvikling AS,1,
985309434,Nordisk biogass AS,1,
985727392,Fragmasense AS,1,
987308842,Nimtec AS,1,
994882511,Tangens ffuf,1,
995164809,Live arctic AS,1,
996793168,Netopp holding AS,1,
996793206,Netopp eiendom AS,1,
997870719,Kebony AS,1,
998735696,Senfi Norway AS,1,
999516912,Shd AS,1,
823842112,Solaas rådgivning,1,
827616222,Andersen,1,
913202600,Aamodt utdanningsforskning,1,
931181858,Sosialantropolog audhild lindheim kennedy,1,
824622302,Sweetdebut solheim,1,
825505652,Refsdal media,1,
825791302,Stahlsberg AS,1,
827616532,Telemark tracking ull AS,1,
827646032,Geir laland consult,1,
829760282,Arezzo advertising,1,
830067132,Darren williams-valen media,1,
830124772,Agency adam tenvik bergli,1,
830799672,Milo nuojua moore,1,
831772182,Sk alfsen,1,
833141872,Aestheticleads rugtvedt,1,
833749102,Karlsen,1,
834262452,Røsholt media,1,
834991322,Forzeth forsmo,1,
835315622,Langemyr media,1,
836240782,Bergland marketing,1,
881075962,Decosign AS,1,
892394792,Voxe - vegard hauan hvale,1,
894333502,Rg buer,1,
896646702,Rjukan 360 AS,1,
912842916,Fr. stangsgt. 2 AS,1,
912842959,Lundegt. 21 AS,1,
912842975,Siljanveien 55 AS,1,
914562430,Moving up AS,1,
914573424,Norwegian payment solutions AS,1,
914717760,Rabattavtale Norge AS,1,
915068707,Fruktbygda sa,1,
915130127,Www.kolbjornsrud.com hans asbjørn kolbjørnsrud,1,
916639805,Creative - frikstad,1,
916863683,Ida johanne s. johnsen,1,
917471770,Andare AS,1,
917588503,Trond hafredal,1,
917821917,Aiga bloom aiga blomniece,1,
918327746,Norwegian made AS,1,
918848746,Andrea hegna,1,
918851933,Alexiuz AS,1,
919097434,Krosa,1,
920177905,Konsulent nordli-andersen,1,
920190774,Kvalitetmedia vedvik,1,
920441505,Jobb profilering AS,1,
920629695,Tangen sætre,1,
920913237,Stølan-næring,1,
921159285,Sandersen design,1,
921245408,Vår synnøve solbakken,1,
921380542,3i3ndom AS,1,
921527403,The sørensen company,1,
921568142,Gulliksen profil og event AS,1,
922123950,Responsen AS,1,
922530971,Oshoppo AS,1,
922537518,Ottar langåsdalen,1,
922648115,Nt consulting torger helgesen,1,
922740038,It works glasø-thjømøe,1,
922972621,Stripe media AS,1,
922991715,Marketing phoenix måbø,1,
923115544,Moen friluftsliv,1,
923419519,Thomas sedgwick,1,
923537392,Erine amundal,1,
923537406,Kristin asta østigård,1,
923608567,Gm langkaas,1,
923755772,Framsnakk gøran flåtin,1,
923759387,Vilde brataker johannessen,1,
923965831,Lier kommunikasjon - hege lier,1,
924030208,Telemark solfilm AS,1,
924421037,Dittwebdesign kjetil brubakken,1,
924569123,Natalie christiane thoumieux,1,
924754206,M&s gruppen AS,1,
924826940,Paps AS,1,
924932694,Jonas braaten johnsen,1,
925118656,Flytaxi AS,1,
925131210,Semedia AS,1,
925135283,Lekkert lokalt andersen,1,
925402621,Vilde christin skildrud,1,
925471356,Bratsberg consulting,1,
925514152,Tommy westby,1,
925665932,Mokkelbost consulting,1,
925920967,Ace-group AS,1,
925925330,Mediedrift AS,1,
925932833,Woxen pusseropp,1,
925938947,Hanna beathe kristoffersen - hanna b media,1,
925995169,Batai banner&reklame,1,
926079271,C. donners marketing projects,1,
926318012,C-craft christiansen,1,
926385844,Martine welfler,1,
926534068,On the road johansen,1,
926583190,Myranåsen AS,1,
926591541,Solveig kleveland,1,
927307146,Lorvik pr & marketing,1,
927454823,Wolter media,1,
927509318,Lindefjeld consulting inngår i dødsbo,1,
927591219,Victoria sveinsson,1,
927648083,Astrid kallerud,1,
927929376,Visjonær filosofi og medietjenester av naina gupta,1,
928509532,Kalbekkdalen enduro,1,
928541428,Ethos - tarjei garsjø,1,
928564509,Solveig aadland consulting,1,
928747972,Klemmeraas hvalvik,1,
928950158,Xaming AS,1,
929134494,Klikkmentor da,1,
929209303,Espen hansen holding AS,1,
929320948,Andersen consulting,1,
929345029,Nokto agency,1,
929620526,Foliereklame Skien AS,1,
929693019,Brunner marketing & concepts,1,
929938844,Malene nilsen,1,
929971345,Marita kristoffersen,1,
930222798,Carina ramfjord,1,
930223050,Kenneth bahl,1,
930800392,Holand media,1,
930857661,Sean acey andrion caballa,1,
930866091,Vojnovic media,1,
931077929,Thorkildsen service,1,
931230468,Bård h. lyngestad,1,
931423630,Første gir da,1,
931479725,R&d invest utleie AS,1,
931610996,Lokal-spillet AS,1,
931646729,Bonnevie media,1,
931688170,Ye studio,1,
931741306,Caline - caroline arbøll,1,
931823760,Trustfrated AS,1,
931880292,Rikke bjåen egeland,1,
